"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","PA","R","ER","SF","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY"
2016,4,79349,"LT",37,12,1,0,2,3,1,6,0,41,6,6,0,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11
2016,4,79440,"SS",41,14,5,0,2,7,0,7,0,49,10,10,1,0,0,2,3,2,10,3,0,3,0,0,0,0,2,3,6,2,3,3,4,0,0,0,10,13
2016,4,79535,"OB",53,11,2,1,2,2,0,10,0,55,5,5,0,0,0,14,3,3,2,2,0,0,0,0,0,0,6,2,3,0,0,3,0,3,4,3,14,10
2016,4,79617,"HT",8,2,0,0,0,1,0,1,1,10,1,1,1,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13
2016,4,79764,"HH",68,19,3,1,1,13,2,17,0,84,7,7,1,0,3,5,0,12,0,0,0,3,0,0,0,0,0,2,0,4,3,3,6,0,2,3,12,11
2016,4,79791,"SS",36,9,0,0,2,2,0,7,0,38,3,3,0,0,0,2,3,2,10,3,0,3,0,0,0,0,2,3,6,2,3,3,4,0,0,0,10,13
2016,4,79847,"SK",4,1,0,0,1,1,0,0,0,5,1,1,0,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10
2016,4,96462,"LG",18,5,0,0,0,1,0,4,0,19,0,0,0,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12
2016,4,97336,"HT",29,12,0,0,0,2,0,5,0,31,5,4,0,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13
2016,4,99445,"SS",23,9,0,1,4,3,0,4,0,27,9,9,1,0,0,2,3,2,10,3,0,3,0,0,0,0,2,3,6,2,3,3,4,0,0,0,10,13
2016,4,99563,"KT",34,8,1,0,2,3,0,6,0,38,5,5,1,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11
2016,4,99737,"HH",55,14,2,1,2,9,1,16,0,68,9,8,3,0,3,5,0,12,0,0,0,3,0,0,0,0,0,2,0,4,3,3,6,0,2,3,12,11
2016,5,60105,"LG",22,5,1,0,3,1,0,1,0,23,4,4,0,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,60146,"LG",13,3,1,0,0,2,0,2,0,18,3,2,3,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,60181,"LG",1,0,0,0,0,1,0,1,0,2,1,1,0,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,60263,"NC",117,33,4,0,3,13,2,34,0,133,18,16,1,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,60264,"KT",90,27,5,2,5,12,0,14,0,104,20,18,2,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,60339,"WO",42,16,1,2,2,4,0,5,0,48,9,9,2,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,60342,"WO",6,1,0,0,0,1,0,0,0,7,1,1,0,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,60559,"LT",25,5,1,0,2,5,0,11,0,30,6,6,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,60634,"HT",36,13,3,0,1,5,1,2,0,42,8,7,0,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,60636,"HT",36,10,1,0,1,4,1,8,0,43,3,3,2,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,60764,"HH",34,9,1,0,2,6,0,9,0,40,10,10,0,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,60768,"HH",62,24,3,0,5,14,0,5,0,77,18,18,1,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,60841,"SK",81,26,4,1,3,18,6,19,0,108,18,16,3,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,60845,"SK",26,11,1,1,2,2,0,3,0,28,7,7,0,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,61145,"LG",2,2,0,0,1,2,0,0,0,4,4,4,0,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,61214,"OB",49,14,3,1,2,4,2,10,0,57,11,11,2,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,61240,"OB",119,31,7,0,3,15,3,31,0,140,14,13,3,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,61295,"OB",18,6,2,0,1,2,0,4,0,21,3,3,1,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,61323,"NC",58,15,3,0,4,4,3,8,0,65,8,8,0,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,61329,"LG",44,8,0,0,1,8,0,11,0,54,7,6,2,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,61365,"SS",46,10,1,0,1,4,1,9,0,53,4,4,2,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,61396,"WO",13,3,1,0,0,3,0,2,0,16,4,4,0,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,61411,"SS",50,8,1,0,0,5,1,19,1,56,2,1,0,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,61643,"HT",54,17,3,0,1,7,1,12,0,62,10,10,0,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,61715,"HT",4,2,0,0,1,6,0,0,0,11,3,3,1,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,61891,"LG",50,11,0,0,0,6,1,18,0,57,3,3,0,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,62056,"SK",2,0,0,0,0,2,0,0,0,4,2,2,0,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,62146,"LG",25,12,1,0,1,1,0,2,0,26,8,7,0,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,62242,"OB",41,11,3,0,1,1,0,11,0,42,4,4,0,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,62463,"LG",88,27,6,0,0,16,3,13,0,110,17,15,3,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,62528,"LT",14,5,1,0,2,2,0,1,0,16,5,5,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,62655,"LT",16,2,1,0,0,3,0,5,0,19,2,0,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,62698,"LG",134,45,9,2,1,4,1,17,0,142,17,17,3,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,62869,"SK",75,23,6,1,7,11,1,11,0,88,16,16,1,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,62929,"NC",110,26,4,2,2,12,2,16,0,126,16,15,2,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,62937,"WO",110,29,3,4,1,2,2,16,1,116,12,12,2,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,62966,"NC",61,15,1,0,1,0,1,19,0,62,6,6,0,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,63111,"LG",96,20,4,0,3,9,1,22,0,106,10,10,0,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,63248,"OB",12,3,1,0,0,6,0,3,0,19,3,3,1,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,63512,"LT",65,11,4,0,1,7,1,11,0,75,6,6,2,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,63638,"HT",68,18,2,1,3,8,4,10,0,82,10,9,2,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,63791,"HH",0,0,0,0,0,1,0,0,0,1,1,1,0,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,63810,"SK",102,36,4,0,5,8,0,14,0,114,25,18,4,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,63935,"LT",62,30,3,1,6,12,2,4,0,79,31,29,3,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,63938,"NC",45,9,0,1,0,5,0,11,0,51,3,3,1,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,63959,"NC",11,5,0,0,0,4,3,2,0,18,2,2,0,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,64001,"KT",55,21,3,0,2,4,2,18,0,61,13,13,0,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,64017,"KT",33,7,1,1,0,7,1,3,0,42,5,5,1,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,64021,"LT",100,38,7,0,5,9,2,21,0,116,23,22,5,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,64041,"KT",28,7,3,0,1,3,1,8,0,32,2,2,0,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,64204,"OB",23,8,0,0,1,5,0,6,0,28,4,4,0,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,64350,"WO",55,15,5,1,2,6,2,9,0,64,4,4,1,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,64596,"LT",35,12,4,0,1,0,0,9,0,36,7,7,1,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,64893,"SK",43,17,1,0,3,3,1,3,0,50,10,10,3,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,64995,"NC",21,7,1,0,0,3,0,4,0,24,5,5,0,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,65042,"KT",22,8,1,1,2,0,0,7,0,23,5,3,1,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,65048,"KT",7,2,0,0,0,1,0,0,0,8,0,0,0,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,65056,"KT",48,19,1,1,2,5,0,10,0,55,13,13,2,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,65057,"KT",0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,65058,"KT",25,11,2,0,1,8,1,3,1,36,11,11,2,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,65060,"KT",75,17,3,0,1,5,2,10,1,82,8,8,0,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,65062,"KT",47,10,2,0,1,2,0,16,0,50,3,3,1,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,65067,"KT",46,9,2,0,2,12,2,10,0,62,8,8,2,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,65320,"WO",15,2,0,0,0,0,0,3,0,15,0,0,0,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,65331,"WO",113,41,7,1,7,9,0,18,0,129,21,20,7,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,65343,"WO",25,10,2,0,1,0,0,7,0,26,3,3,1,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,65348,"WO",104,29,5,0,2,4,4,14,0,116,14,14,4,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,65509,"LT",9,3,0,0,1,4,0,0,0,13,6,6,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,65543,"LT",128,27,3,0,3,9,1,32,0,139,12,11,1,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,65546,"LT",117,31,2,0,4,13,1,23,1,133,13,12,2,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,65665,"HT",11,2,1,0,0,3,0,2,0,14,2,2,0,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,65742,"HH",132,38,6,0,3,9,2,23,3,146,18,15,3,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,65764,"HH",12,6,0,0,0,0,0,1,0,12,4,4,0,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,65769,"HH",17,5,2,0,0,5,1,4,0,23,5,5,0,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,65856,"SK",126,36,11,2,1,11,1,22,0,139,16,15,1,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,65931,"NC",114,37,4,0,3,12,0,24,0,129,22,21,3,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,65933,"NC",32,11,1,0,1,4,0,8,0,36,3,3,0,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,66047,"KT",23,5,1,0,2,6,0,2,0,30,5,4,1,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,66049,"KT",103,29,6,1,1,9,1,22,0,116,19,17,3,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,66154,"LG",83,23,3,0,1,16,1,13,0,102,15,13,2,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,66201,"OB",4,1,0,0,0,1,1,1,0,6,2,2,0,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,66226,"OB",111,38,8,0,0,6,0,27,1,119,18,18,2,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,66323,"WO",90,23,3,0,2,18,0,13,0,111,11,11,3,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,66402,"SS",124,39,10,2,7,29,1,25,0,158,33,32,4,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,66446,"SS",25,12,3,0,2,1,0,5,0,27,8,8,1,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,66493,"SS",46,9,1,0,0,4,1,6,0,52,3,2,1,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,66609,"HT",16,5,1,0,2,2,0,1,0,19,5,4,1,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,66628,"HT",111,34,6,0,4,9,3,22,0,127,15,11,4,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,66643,"HT",126,27,4,2,1,11,0,25,0,137,10,7,0,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,66748,"HH",21,9,0,2,0,13,0,3,0,36,14,14,2,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,66859,"SK",4,1,1,0,0,0,0,0,0,4,0,0,0,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,66928,"NC",29,8,1,0,3,3,0,9,0,32,7,7,0,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,66960,"NC",37,16,2,1,1,3,1,7,0,43,4,4,2,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,67845,"KT",104,38,8,1,6,7,0,17,0,112,24,19,1,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,70142,"HT",48,11,0,0,0,5,0,12,0,54,1,1,1,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,70615,"LT",24,6,0,0,0,3,0,7,0,27,1,0,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,70839,"LG",51,11,2,1,0,11,0,7,0,65,6,6,3,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,71118,"LG",12,3,2,0,0,0,0,2,0,13,1,1,1,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,71260,"HH",30,11,1,0,4,3,2,7,0,37,9,7,2,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,71801,"LT",30,8,2,0,1,2,0,4,0,32,4,4,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,71845,"SK",34,7,0,0,0,4,0,9,0,40,5,5,2,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,71851,"SS",9,1,0,0,0,0,0,0,0,9,1,0,0,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,72321,"HT",24,7,1,0,1,3,0,2,0,27,6,5,0,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,72447,"HH",79,26,5,0,0,5,0,18,0,88,11,10,4,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,72463,"SS",13,5,1,0,2,2,0,2,0,15,4,4,0,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,72523,"SK",12,5,1,0,0,1,1,1,0,14,3,2,0,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,72535,"LT",16,7,0,1,1,1,0,3,0,17,7,7,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,72551,"LT",47,15,2,0,4,3,1,9,0,51,7,7,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,72749,"WO",25,5,1,1,0,6,0,7,0,34,3,3,3,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,72862,"LT",35,11,5,0,2,2,0,9,0,37,5,5,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,73117,"LG",54,26,3,0,3,5,1,5,0,61,16,16,1,0,3,15,3,0,0,0,0,0,0,2,0,0,0,1,4,0,2,3,5,2,3,3,12,11
2016,5,73226,"LT",13,7,0,0,1,6,0,4,0,19,6,6,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,73241,"OB",49,8,5,0,0,3,1,17,0,54,4,3,1,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,73248,"SK",33,10,2,0,2,3,0,7,0,37,7,7,1,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,73738,"HH",14,7,2,0,0,3,0,1,0,17,8,5,0,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,73750,"HH",52,19,2,1,3,16,2,12,0,71,14,14,1,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,73801,"HH",97,26,4,0,0,9,2,17,0,110,12,12,2,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,74167,"HH",73,25,3,0,6,15,0,6,0,90,20,20,2,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,74359,"WO",16,4,3,0,0,1,0,1,0,17,2,2,0,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,74454,"SS",128,37,4,2,5,6,1,19,0,139,14,14,4,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,74513,"OB",114,33,5,1,5,19,3,25,0,137,15,14,1,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,74630,"SS",32,10,2,0,0,5,0,3,0,38,6,6,1,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,74731,"HH",63,17,1,0,1,10,1,13,0,76,8,7,2,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,74748,"HH",15,5,1,0,0,2,1,0,0,18,4,4,0,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,74857,"HH",55,13,0,1,2,8,1,16,1,68,5,5,4,3,0,0,3,10,0,3,3,0,3,0,0,0,0,3,6,0,3,2,0,4,4,3,10,15
2016,5,75138,"SK",20,5,0,0,2,1,1,6,0,22,4,4,0,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,75149,"KT",22,5,0,1,1,3,0,6,0,25,4,4,0,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,75250,"SK",40,9,1,0,1,4,0,2,0,47,4,4,3,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,75268,"SS",15,7,3,0,2,2,1,2,0,18,6,6,0,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,75321,"LT",27,6,0,0,0,3,1,6,0,32,1,1,1,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
2016,5,75340,"SK",67,25,5,1,1,4,0,10,0,72,12,9,1,12,2,2,0,1,3,3,1,0,0,0,0,0,4,3,0,2,3,2,3,0,6,1,12,12
2016,5,75342,"WO",42,12,5,1,0,4,4,8,0,52,9,8,2,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,75668,"HT",25,11,1,0,2,6,0,4,1,33,10,10,2,0,0,4,0,0,3,15,3,0,0,0,0,0,3,0,2,1,3,3,4,3,3,3,15,10
2016,5,75730,"KT",19,6,2,0,0,5,1,1,0,25,6,3,0,0,3,4,11,3,0,2,0,1,0,0,0,0,6,2,0,4,1,5,3,0,0,3,11,13
2016,5,75750,"WO",104,35,4,0,2,12,0,8,0,117,17,12,1,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,75852,"NC",30,9,2,0,1,4,0,5,0,34,2,2,0,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,75867,"NC",23,4,1,1,1,0,0,4,0,23,4,3,0,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,76118,"NC",3,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,2,2,0,3,3,1,0,0,0,0,2,3,5,3,1,0,1,2,3,3,12,11
2016,5,76329,"OB",50,14,3,1,2,2,1,8,0,53,5,5,0,3,1,14,0,0,0,1,3,3,0,0,0,0,0,4,3,5,6,1,0,3,0,3,12,13
2016,5,76350,"WO",41,14,2,0,1,0,0,7,0,41,4,4,0,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,76355,"SS",122,40,3,1,5,6,0,17,0,131,22,18,3,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,76430,"WO",48,10,3,0,0,6,1,10,0,56,5,5,1,0,0,3,3,0,3,0,14,2,0,0,0,0,3,3,3,3,2,3,3,1,4,0,14,11
2016,5,76461,"SS",66,25,4,1,2,8,3,10,0,81,16,16,4,3,3,3,0,1,12,0,1,0,3,0,0,0,4,3,0,3,3,3,0,6,0,4,15,11
2016,5,76540,"LT",9,4,1,0,0,0,1,0,0,10,1,1,0,3,0,3,0,3,3,3,0,7,0,2,0,0,3,3,1,2,0,1,6,3,3,2,9,15
